Data;Godzina;RCE
20230703;20;721.26
20230703;21;722.69
20230703;22;721.41
20230703;23;674.72
20230703;24;563.5
20230704;1;510.88
20230704;2;503.39
20230704;3;492.14
20230704;4;501.77
20230704;5;486.44
20230704;6;449.58
20230704;7;513.52
20230704;8;540.62
20230704;9;502.46
20230704;10;308.5
20230704;11;208.32
20230704;12;203.71
20230704;13;203.39
20230704;14;203.75
20230704;15;248.65
20230704;16;241.42
20230704;17;398.94
20230704;18;500.83
20230704;19;731.04
20230704;20;733.01
20230704;21;760.41
20230704;22;760.92
20230704;23;733.8
20230704;24;713.3
20230705;1;594.18
20230705;2;568.91
20230705;3;568.52
20230705;4;557.92
20230705;5;548.38
20230705;6;556.35
20230705;7;632.09
20230705;8;657.22
20230705;9;641.42
20230705;10;558.65
20230705;11;473.95
20230705;12;454.19
20230705;13;447.14
20230705;14;454.15
20230705;15;492.42
20230705;16;498.12
20230705;17;581.35
20230705;18;679.99
20230705;19;720.26
20230705;20;721.17
20230705;21;720.36
20230705;22;709.23
20230705;23;689.77
20230705;24;572.9
20230706;1;510.07
20230706;2;514.39
20230706;3;525.29
20230706;4;525.4
20230706;5;514.88
20230706;6;504.39
20230706;7;642.36
20230706;8;688.94
20230706;9;689.96
20230706;10;665.06
20230706;11;583.69
20230706;12;526.21
20230706;13;515.04
20230706;14;515.06
20230706;15;520.13
20230706;16;561.99
20230706;17;582.06
20230706;18;704.98
20230706;19;672.7
20230706;20;756.69
20230706;21;836.93
20230706;22;829.97
20230706;23;767.06
20230706;24;687.29
20230707;1;551.04
20230707;2;496
20230707;3;475.96
20230707;4;469.63
20230707;5;473
20230707;6;483.82
20230707;7;637.61
20230707;8;703.33
20230707;9;714.61
20230707;10;649.93
20230707;11;480.52
20230707;12;482.78
20230707;13;482.01
20230707;14;481.07
20230707;15;482.03
20230707;16;526.57
20230707;17;592.9
20230707;18;704.62
20230707;19;645.05
20230707;20;731.71
20230707;21;794.23
20230707;22;725.5
20230707;23;676.45
20230707;24;697.59
20230708;1;481.94
20230708;2;451.05
20230708;3;442.44
20230708;4;429.51
20230708;5;423.77
20230708;6;423
20230708;7;432.83
20230708;8;454.14
20230708;9;471.72
20230708;10;429.13
20230708;11;413.83
20230708;12;383.19
20230708;13;371.98
20230708;14;346.37
20230708;15;360.35
20230708;16;371.24
20230708;17;459.69
20230708;18;461.85
20230708;19;524.71
20230708;20;593.22
20230708;21;609.06
20230708;22;600.95
20230708;23;563.93
20230708;24;504.62
20230709;1;489.52
20230709;2;484.04
20230709;3;452.5
20230709;4;492.1
20230709;5;479.65
20230709;6;470.26
20230709;7;457.7
20230709;8;400.12
20230709;9;364.06
20230709;10;299.6
20230709;11;216.63
20230709;12;172.34
20230709;13;140.25
20230709;14;85.22
20230709;15;102.8
20230709;16;158.94
20230709;17;289.31
20230709;18;474.38
20230709;19;515.52
20230709;20;600.61
20230709;21;630.63
20230709;22;630.06
20230709;23;587.81
20230709;24;516.88
20230710;1;494.45
20230710;2;484.04
20230710;3;488.18
20230710;4;488.39
20230710;5;488.88
20230710;6;472.89
20230710;7;551.6
20230710;8;611.81
20230710;9;622.04
20230710;10;584.42
20230710;11;506.71
20230710;12;505.5
20230710;13;504.53
20230710;14;506.94
20230710;15;515.1
20230710;16;573.18
20230710;17;620.03
20230710;18;699.74
20230710;19;720.24
20230710;20;747.34
20230710;21;769.44
20230710;22;764.64
20230710;23;722.34
20230710;24;595.6
